sampling_location,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,sample_date,DESCRIPTION
GC5,2015-09-09T00:00:00.000,0.338,0,0,0,0,0,0.39,2.23,0,4,15,0.123,0,0,4,0,0,0,2015-09-09T00:00:00.000,3rd Street Bridge
GC5,2007-05-24T00:00:00.000,0.358,0,0,0,0,0,0.426,0,0,53,4.5,0.102,0,0,25,0,0,0,2007-05-24T00:00:00.000,3rd Street Bridge
GC5,2015-07-27T00:00:00.000,0.288,0,0,0,0,0,0.181,2.76,0,50,25,0.094,0,0,9,0,0,0,2015-07-27T00:00:00.000,3rd Street Bridge
x72_1909,1909-04-15T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-04-15T00:00:00.000,
NC1,2012-06-05T00:00:00.000,0.071,0,0,0,22.64,2.68,0.22,4,0,60,17,0.408,7.94,7.17,2120,4.38,0,0,2012-06-05T00:00:00.000,Maspeth Creek
NC1,2012-12-27T00:00:00.000,1.11,0,79.642,0,20.82,6.07,0.307,4.6,79.642,430,7,0.304,7.09,7.19,940,5.33,79.642,76.586,2012-12-27T00:00:00.000,Maspeth Creek
NC1,2014-08-13T00:00:00.000,0.327,0,194.632,0,23.32,3.38,0.246,3.22,194.632,5200,25,0.319,7.11,7.16,"31,000",3.72,194.632,193.017,2014-08-13T00:00:00.000,Maspeth Creek
NC1,2005-08-17T00:00:00.000,2.43,0,-273.86,0,22.61,0,0.016,6.21,-273.86,4000,7.25,0.63,6.96,6.99,4000,0,-273.86,-239.86,2005-08-17T00:00:00.000,Maspeth Creek
HR2,2016-09-27T00:00:00.000,0.662,0,0,0,0,0,0.119,3.56,0,"5,100",16,0.345,7.11,0,"26,000",0,0,0,2016-09-27T00:00:00.000,
HR2,2015-06-11T00:00:00.000,0.091,0,0,0,0,0,0.219,4.45,0,207,35,0.326,0,0,950,0,0,0,2015-06-11T00:00:00.000,
X153,1915-05-04T00:00:00.000,0,0,0,0,25.55,0,0,0,0,0,0,0,0,0,0,5.9,0,0,1915-05-04T00:00:00.000,
X140,1922-08-24T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,3.54,0,0,1922-08-24T00:00:00.000,
WC1,2016-01-12T00:00:00.000,0.35,0,0,0,24.69,0,0.367,2.32,0,290,8,0.2,7.64,0,450,0,0,0,2016-01-12T00:00:00.000,
WC1,2016-10-13T00:00:00.000,0.55,0,0,0,0,0,0.421,2.55,0,28,10,0.306,7.5,0,100,0,0,0,2016-10-13T00:00:00.000,
TNB,1985-09-17T00:00:00.000,0,0,0,400,21,0,0,0,0,0,0,0,0,0,0,6.2,0,0,1985-09-17T00:00:00.000,
TNB,1985-09-17T00:00:00.000,0,0,0,200,20,0,0,0,0,0,0,0,0,0,0,6.2,0,0,1985-09-17T00:00:00.000,
TNB,1971-08-09T00:00:00.000,0,0,0,,24.8,0,0,0,0,0,0,0,0,0,0,2.6,0,0,1971-08-09T00:00:00.000,
TNB,1992-05-13T00:00:00.000,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,11.18,0,0,1992-05-13T00:00:00.000,
TNB,1980-07-07T00:00:00.000,0,0,0,0,27.9,0,0,0,0,0,0,0,0,0,0,5.9,0,0,1980-07-07T00:00:00.000,
TNB,1980-07-07T00:00:00.000,0,0,0,0,27.9,0,0,0,0,0,0,0,0,0,0,5.9,0,0,1980-07-07T00:00:00.000,
GI1,2009-09-02T00:00:00.000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,60,0,0,140.602,2009-09-02T00:00:00.000,
NR1,2016-09-06T00:00:00.000,0.178,0,230.61,0,25.26,4.66,0.499,2.87,230.61,3,7,0.134,7.64,7.58,64,5.03,230.61,231.54,2016-09-06T00:00:00.000,
x476_1909_DO,1909-07-26T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,1909-07-26T00:00:00.000,
x251_1909,1909-05-03T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-05-03T00:00:00.000,
E15,2014-09-08T00:00:00.000,0.236,0,144.717,0,25.11,4.36,0.276,2.59,144.717,1,18,0.298,7.4,7.45,234,4.81,144.717,148.943,2014-09-08T00:00:00.000,Flushing Bay South
E15,2011-03-14T00:00:00.000,0.452,0,0,0,0,0,0.398,3.3,0,40,18,0.138,8.08,0,218,0,0,0,2011-03-14T00:00:00.000,Flushing Bay South
E15,2015-05-18T00:00:00.000,0.339,0,155.887,0,24.74,6.44,0.108,2.68,155.887,10,37,0.222,7.98,8,10,7.27,155.887,165.283,2015-05-18T00:00:00.000,Flushing Bay South
E15,2011-09-12T00:00:00.000,0.454,0,69.791,0,19.44,3.32,0.366,3.3,69.791,15,8,0.199,7.06,7.1,450,4.99,69.791,75.273,2011-09-12T00:00:00.000,Flushing Bay South
E15,2009-06-01T00:00:00.000,0.792,0,308.213,0,22.96,5,0.285,3.4,308.213,8,6,0.217,7.42,7.48,90,6.82,308.213,305.721,2009-06-01T00:00:00.000,Flushing Bay South
J1,1985-06-25T00:00:00.000,0,3.3,0,16000,31.2,0,0,0,0,0,0,0,0,0,830,6.8,0,0,1985-06-25T00:00:00.000,Rockaway Inlet
J1,2016-09-21T00:00:00.000,0.11,0,152.58,0,30.89,6.44,0.067,1.93,152.58,2,4,0.049,7.97,8.03,6,6.59,152.58,161.49,2016-09-21T00:00:00.000,Rockaway Inlet
J1,1994-11-15T00:00:00.000,0.43,2.2,0,0,30.02,0,0.64,0,0,0,30,0.16,7.88,7.9,0,8.19,0,0,1994-11-15T00:00:00.000,Rockaway Inlet
J1,1993-11-30T00:00:00.000,0.51,1.3,0,0,28.02,0,0.42,0,0,0,14,0.11,8.11,8.09,0,9.67,0,0,1993-11-30T00:00:00.000,Rockaway Inlet
J1,2013-01-09T00:00:00.000,0.159,0,169.295,0,27.92,9.68,0.384,3.6,169.295,2,7,0.129,8.21,8.21,13,13.14,169.295,166.3,2013-01-09T00:00:00.000,Rockaway Inlet
J1,2009-08-11T00:00:00.000,0.209,0,110.356,0,28.89,4.19,0.09,3.5,110.356,4,4.4,0.118,7.57,7.52,4,4.61,110.356,116.194,2009-08-11T00:00:00.000,Rockaway Inlet
J1,2015-07-23T00:00:00.000,0.167,0,249.842,0,29.22,5.84,0.022,2.49,249.842,1,23,0.172,7.86,7.82,7,6.15,249.842,251.534,2015-07-23T00:00:00.000,Rockaway Inlet
J1,1937-08-11T00:00:00.000,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,5.15,0,0,1937-08-11T00:00:00.000,Rockaway Inlet
J1,2008-08-26T00:00:00.000,0.116,0,0,0,28.27,6.31,0.134,5,0,1,12.4,0.178,7.84,7.82,4,7.25,0,0,2008-08-26T00:00:00.000,Rockaway Inlet
J1,1944-08-25T00:00:00.000,0,0,0,0,33.6,0,0,0,0,0,0,0,0,0,0,7.21,0,0,1944-08-25T00:00:00.000,Rockaway Inlet
J1,2006-08-01T00:00:00.000,0.153,0,91.515,0,27.91,5.37,0.074,3.21,91.515,1,12.25,0.134,8.32,8.34,7,6.6,91.515,89.1,2006-08-01T00:00:00.000,Rockaway Inlet
J1,2007-04-24T00:00:00.000,0.198,0,115.698,0,24.07,8.4,0.201,3.71,115.698,1,3,0.072,7.81,7.87,1,10.23,115.698,122.277,2007-04-24T00:00:00.000,Rockaway Inlet
J1,2001-09-17T00:00:00.000,0.318,0,0,0,0,0,0.156,2.87,0,1,11.6,0.198,8.05,8.06,52,6.2,0,0,2001-09-17T00:00:00.000,Rockaway Inlet
J1,2002-11-13T00:00:00.000,0.348,0,0,0,32.37,10.89,0.335,3.47,0,0,0.6,0.137,7.87,8.03,0,8.05,0,0,2002-11-13T00:00:00.000,Rockaway Inlet
J1,2006-07-06T00:00:00.000,0.202,0,30.016,0,27.6,3.85,0.098,3.72,30.016,5,18.25,0.178,7.92,7.77,490,5.01,30.016,18.434,2006-07-06T00:00:00.000,Rockaway Inlet
J1,1983-07-28T00:00:00.000,0,3.4,0,2200,29.5,0,0,0,0,0,0,0,0,0,0,6.6,0,0,1983-07-28T00:00:00.000,Rockaway Inlet
J1,1983-07-28T00:00:00.000,0,3.4,0,2200,29.5,0,0,0,0,0,0,0,0,0,0,6.6,0,0,1983-07-28T00:00:00.000,Rockaway Inlet
J1,2006-03-07T00:00:00.000,0.197,0,63.613,0,28.42,10.12,0.134,2.72,63.613,1,2.3,0.081,8.14,8.22,1,11.2,63.613,56.965,2006-03-07T00:00:00.000,Rockaway Inlet
J1,2004-06-15T00:00:00.000,0.023,0,0,0,25.82,0,0.204,0,0,1,10.4,0.262,8.48,8.33,1,9.06,0,0,2004-06-15T00:00:00.000,Rockaway Inlet
J1,1961-06-22T00:00:00.000,0,0,0,46,28.35,0,0,0,0,0,0,0,0,0,0,7.7,0,0,1961-06-22T00:00:00.000,Rockaway Inlet
J17,2011-12-20T00:00:00.000,0.538,0,0,0,0,0,0.894,2.44,0,10,2,0.233,8.02,0,172,0,0,0,2011-12-20T00:00:00.000,
J17,2010-10-05T00:00:00.000,0.418,0,0,0,0,0,0.415,3.4,0,4,10,0.228,7.78,0,"1,020",0,0,0,2010-10-05T00:00:00.000,
E2A,1997-09-23T00:00:00.000,0.531,0,0,0,23.11,3.04,0.526,0,0,0,9,0.206,7.25,7.28,52,4.5,0,0,1997-09-23T00:00:00.000,
E2A,1991-06-17T00:00:00.000,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3.5,0,0,1991-06-17T00:00:00.000,
E2A,1996-05-29T00:00:00.000,0.699,0,0,0,20.5,0,0.288,0,0,0,18,0.146,7.44,7.49,0,7.04,0,0,1996-05-29T00:00:00.000,
HC2,2008-09-03T00:00:00.000,12.7,0,0,0,0,0,4.53,0,0,4,6.4,2.46,0,0,4,0,0,0,2008-09-03T00:00:00.000,Hendrix Creek 26 Wards outfall
HC2,2012-06-25T00:00:00.000,7.38,0,0,0,0,0,3.25,7.3,0,100,10,3.017,7.07,0,560,0,0,0,2012-06-25T00:00:00.000,Hendrix Creek 26 Wards outfall
HC2,2015-03-10T00:00:00.000,0.567,0,0,0,0,0,1.414,5.13,0,62,12,0.976,0,0,19,0,0,0,2015-03-10T00:00:00.000,Hendrix Creek 26 Wards outfall
HC2,2009-06-22T00:00:00.000,9.58,0,0,0,0,0,1.43,0,0,30,5,1.21,0,0,390,0,0,0,2009-06-22T00:00:00.000,Hendrix Creek 26 Wards outfall
HC2,2013-06-17T00:00:00.000,3.17,0,0,0,0,0,8.46,7.7,0,2,10,2.91,7.44,0,2,0,0,0,2013-06-17T00:00:00.000,Hendrix Creek 26 Wards outfall
HC1,2010-08-24T00:00:00.000,1.23,0,0,0,0,0,3.7,16.1,0,480,8,0.583,7.03,0,"43,000",0,0,0,2010-08-24T00:00:00.000,Hendrix Creek head
HC1,2008-04-10T00:00:00.000,6.61,0,0,0,0,0,4.68,0,0,1,3.7,1.01,7.31,0,40,0,0,0,2008-04-10T00:00:00.000,Hendrix Creek head
NC2,2006-12-20T00:00:00.000,0.64,0,0,0,21.85,8.78,0.493,3.31,0,15,5.25,0.155,7.5,7.53,20,8.56,0,0,2006-12-20T00:00:00.000,Amoco Tank Farm
NC2,2007-09-20T00:00:00.000,0.426,0,0,0,23.8,0,0.294,3.78,0,4,5.5,0.268,7.47,7.23,80,3.31,0,0,2007-09-20T00:00:00.000,Amoco Tank Farm
NC2,2015-06-24T00:00:00.000,0.474,0,251.17,0,21.23,2.88,0.217,2.94,251.17,960,16,0.291,7.33,7.24,"4,300",4.75,251.17,252.325,2015-06-24T00:00:00.000,Amoco Tank Farm
NW13,1994-05-09T00:00:00.000,0.27,0,0,0,0,0,0.32,0,0,0,0,0.084,0,0,0,0,0,0,1994-05-09T00:00:00.000,
X1,1922-06-01T00:00:00.000,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,6.14,0,0,1922-06-01T00:00:00.000,
X1,1920-07-22T00:00:00.000,0,0,0,0,21.35,0,0,0,0,0,0,0,0,0,0,3.43,0,0,1920-07-22T00:00:00.000,
X1,1929-09-05T00:00:00.000,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,3.52,0,0,1929-09-05T00:00:00.000,
K6,1948-07-22T00:00:00.000,0,0,0,0,27.65,0,0,0,0,0,0,0,0,0,0,5.5,0,0,1948-07-22T00:00:00.000,Orchard Light
K6,1987-06-30T00:00:00.000,0.02,5.8,0,80,0,0,0.26,0,0,0,0,0.13,0,0,10,9.5,0,0,1987-06-30T00:00:00.000,Orchard Light
K6,1997-01-29T00:00:00.000,0.36,0,0,0,24,10.73,0.32,0,0,0,34,0.1,7.69,7.68,0,11.51,0,0,1997-01-29T00:00:00.000,Orchard Light
K6,2009-06-03T00:00:00.000,0.008,0,263.744,0,24.47,8.79,0.189,2.9,263.744,1,8.8,0.062,7.98,8.03,1,13.25,263.744,261.261,2009-06-03T00:00:00.000,Orchard Light
K6,1969-07-15T00:00:00.000,0,5.7,0,11000,26.8,0,0,0,0,0,0,0,0,0,0,7.5,0,0,1969-07-15T00:00:00.000,Orchard Light
K6,2014-09-24T00:00:00.000,0.173,0,119.984,0,25.91,6.84,0.229,2.42,119.984,1,4,0.072,7.83,7.85,1,5.77,119.984,121.192,2014-09-24T00:00:00.000,Orchard Light
K6,1991-09-11T00:00:00.000,0.01,4.7,0,0,27.6,0,0.11,0,0,0,7,0.14,8.12,8.08,2,8.8,0,0,1991-09-11T00:00:00.000,Orchard Light
K6,1998-07-29T00:00:00.000,0.005,0,0,0,26.74,7.06,0.017,0,0,0,6,0.168,8.75,8.37,1,9.6,0,0,1998-07-29T00:00:00.000,Orchard Light
K6,1945-08-21T00:00:00.000,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,8.1,0,0,1945-08-21T00:00:00.000,Orchard Light
K6,1965-06-15T00:00:00.000,0,0,0,13,30.8,0,0,0,0,0,0,0,0,0,0,7.5,0,0,1965-06-15T00:00:00.000,Orchard Light
K6,2006-09-27T00:00:00.000,0.156,0,43.647,0,25.59,8.23,0.312,2.44,43.647,1,6,0.108,7.81,7.85,2,8.26,43.647,37.862,2006-09-27T00:00:00.000,Orchard Light
MVY,1971-08-18T00:00:00.000,0,0,0,7900,19.5,0,0,0,0,0,0,0,0,0,0,3.2,0,0,1971-08-18T00:00:00.000,
MVY,1988-08-04T00:00:00.000,0,0,0,2200,16.1,0,0,0,0,0,0,0,0,0,0,2.6,0,0,1988-08-04T00:00:00.000,
X188,1915-05-19T00:00:00.000,0,0,0,0,33.25,0,0,0,0,0,0,0,0,0,0,7.54,0,0,1915-05-19T00:00:00.000,
AC2,2015-06-10T00:00:00.000,0.229,0,0,0,0,0,1.551,1.74,0,132,5,0.018,6.99,0,300,0,0,0,2015-06-10T00:00:00.000,
AC2,2015-11-17T00:00:00.000,0.14,0,0,0,0,0,2.147,1.4,0,3400,9,0.035,7.76,0,"9,300",0,0,0,2015-11-17T00:00:00.000,
AC2,2016-08-18T00:00:00.000,0.048,0,0,0,0,0,0.194,3.13,0,700,22,0.385,7.8,0,"2,400",0,0,0,2016-08-18T00:00:00.000,
AC2,2014-04-08T00:00:00.000,0.055,0,0,0,0,0,1.5,2.2,0,400,26,0.113,7.39,0,690,0,0,0,2014-04-08T00:00:00.000,
AC1,2015-09-30T00:00:00.000,0.481,0,0,0,0,0,0.28,2.89,0,2100,75,0.279,0,0,"23,000",0,0,0,2015-09-30T00:00:00.000,Alley Creek & Northern Blvd.
AC1,2013-09-18T00:00:00.000,0.219,0,0,0,0,0,0.317,3.61,0,84,14,0.304,7.35,0,4000,0,0,0,2013-09-18T00:00:00.000,Alley Creek & Northern Blvd.
AC1,2010-07-12T00:00:00.000,0.162,0,0,0,0,0,0.062,3.4,0,48,16.4,0.281,7.1,0,94,0,0,0,2010-07-12T00:00:00.000,Alley Creek & Northern Blvd.
AC1,2016-07-08T00:00:00.000,0.206,0,0,0,0,0,2.32,2.52,0,"1,100",153,0.509,7.15,0,"2,900",0,0,0,2016-07-08T00:00:00.000,Alley Creek & Northern Blvd.
FLC2,2013-05-20T00:00:00.000,0.497,0,0,0,24.3,0,0.196,3.7,0,10,5,0.253,7.58,7.57,1800,5.29,0,0,2013-05-20T00:00:00.000,Flushing Crk. Mouth
FLC2,2007-08-06T00:00:00.000,0.525,0,103.396,0,24.9,2.07,0.255,3.02,103.396,120,11,0.024,7.23,7.16,696,2.43,103.396,108.476,2007-08-06T00:00:00.000,Flushing Crk. Mouth
FLC2,2012-07-02T00:00:00.000,0.355,0,0,0,24.74,3.76,0.218,3.5,0,0,24,0.279,7.36,7.36,500,4.35,0,0,2012-07-02T00:00:00.000,Flushing Crk. Mouth
FLC2,2010-07-06T00:00:00.000,0.19,0,304.001,0,24.45,4.53,0.164,3.5,304.001,3,6,0.242,7.73,7.64,800,7.76,304.001,284.45,2010-07-06T00:00:00.000,Flushing Crk. Mouth
N5A,1971-07-07T00:00:00.000,0,2.5,0,17000,25.1,0,0,0,0,0,0,0,0,0,0,3.4,0,0,1971-07-07T00:00:00.000,
N5A,1969-09-10T00:00:00.000,0,3.3,0,540000,22.2,0,0,0,0,0,0,0,0,0,0,3.7,0,0,1969-09-10T00:00:00.000,
N5A,1967-06-07T00:00:00.000,0,0,0,330,25.9,0,0,0,0,0,0,0,0,0,0,7.4,0,0,1967-06-07T00:00:00.000,
E13,2015-04-09T00:00:00.000,0.21,0,0,0,0,0,0.218,2.38,0,6,24,0.14,7.56,0,8,0,0,0,2015-04-09T00:00:00.000,
E13,1995-12-13T00:00:00.000,0.66,0,0,0,26,0,0.43,0,0,0,0,0.18,0,0,46,9.46,0,0,1995-12-13T00:00:00.000,
E13,1993-09-16T00:00:00.000,0.41,1.8,0,9000,25.7,0,0.42,0,0,0,25,0.24,7.49,7.47,368,4.32,0,0,1993-09-16T00:00:00.000,
E13,1984-08-13T00:00:00.000,0,1.6,0,4000,25,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1984-08-13T00:00:00.000,
E13,1984-08-13T00:00:00.000,0,1.6,0,4000,25,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1984-08-13T00:00:00.000,
E13,1999-06-28T00:00:00.000,0.527,0,0,0,24.47,4.51,0.304,0,0,0,2.8,0.178,7.02,7.03,1,4.22,0,0,1999-06-28T00:00:00.000,
J9A,2009-06-30T00:00:00.000,0.262,0,168.459,0,26.16,6.76,0.302,3.4,168.459,16,5.3,0.194,7.81,7.82,10,7.84,168.459,170.121,2009-06-30T00:00:00.000,Fr. Crk. Bouy C21
J9A,2005-07-21T00:00:00.000,0.572,0,0,0,0,0,0.182,4.29,0,3,2.5,0.373,7.57,0,80,0,0,0,2005-07-21T00:00:00.000,Fr. Crk. Bouy C21
J9A,2002-06-11T00:00:00.000,0.086,0,0,0,0,0,0.192,5.83,0,1,7.8,0.393,8.61,8.47,95,8.92,0,0,2002-06-11T00:00:00.000,Fr. Crk. Bouy C21
J9A,2002-07-09T00:00:00.000,0.166,0,0,0,0,0,0.2,0,0,4,35.6,0.373,8.21,8.23,38,10.36,0,0,2002-07-09T00:00:00.000,Fr. Crk. Bouy C21
J9A,1909-09-17T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-09-17T00:00:00.000,Fr. Crk. Bouy C21
J9A,2004-06-29T00:00:00.000,0.092,0,0,0,25.1,0,0.113,0,0,2,98.4,0.296,8.48,8.53,184,8.36,0,0,2004-06-29T00:00:00.000,Fr. Crk. Bouy C21
E9,1934-09-05T00:00:00.000,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,5.4,0,0,1934-09-05T00:00:00.000,
E9,1995-10-25T00:00:00.000,0.22,0,0,0,27.55,0,0.4,0,0,0,32,0.15,7.5,7.52,0,6.93,0,0,1995-10-25T00:00:00.000,
E9,1998-08-19T00:00:00.000,0,0,0,0,26.1,0,0,0,0,0,0,0,0,0,570,2.94,0,0,1998-08-19T00:00:00.000,
E9,1960-07-11T00:00:00.000,0,0,0,4,29.75,0,0,0,0,0,0,0,0,0,0,5.8,0,0,1960-07-11T00:00:00.000,
E9,1956-07-23T00:00:00.000,0,0,0,9,27.3,0,0,0,0,0,0,0,0,0,0,5.9,0,0,1956-07-23T00:00:00.000,
E9,1999-06-01T00:00:00.000,0,0,0,0,25.65,6.59,0,0,0,0,0,0,7.68,7.54,0,6.58,0,0,1999-06-01T00:00:00.000,
E9,1962-06-11T00:00:00.000,0,0,0,110,28.7,0,0,0,0,0,0,0,0,0,0,7.2,0,0,1962-06-11T00:00:00.000,
E9,1955-07-14T00:00:00.000,0,0,0,2,30.8,0,0,0,0,0,0,0,0,0,0,5.4,0,0,1955-07-14T00:00:00.000,
TNQ7,1996-05-01T00:00:00.000,0.352,0,0,500,22.9,0,0.105,0,0,0,17,0.079,7.76,7.91,0,10.86,0,0,1996-05-01T00:00:00.000,
EJ6,2015-09-15T00:00:00.000,0.371,0,0,0,0,0,0.152,3.2,0,1,11,0.28,0,0,12,4.57,0,0,2015-09-15T00:00:00.000,
MVJ,1989-08-22T00:00:00.000,0,0,0,0,15,0,0,0,0,0,0,0,7.6,7.5,0,4.2,0,0,1989-08-22T00:00:00.000,
MVJ,1972-07-31T00:00:00.000,0,0,0,1700,10,0,0,0,0,0,0,0,0,0,0,4.4,0,0,1972-07-31T00:00:00.000,
MVJ,1984-08-07T00:00:00.000,0,0,0,4900,16.8,0,0,0,0,0,0,0,0,0,0,2.7,0,0,1984-08-07T00:00:00.000,
MVJ,1984-08-07T00:00:00.000,0,0,0,4900,16.8,0,0,0,0,0,0,0,0,0,0,2.7,0,0,1984-08-07T00:00:00.000,
MVJ,1984-08-07T00:00:00.000,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,4.1,0,0,1984-08-07T00:00:00.000,
MVJ,1984-08-07T00:00:00.000,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,4.1,0,0,1984-08-07T00:00:00.000,
x858_1913_DO,1913-07-11T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,1913-07-11T00:00:00.000,
MB1,2006-08-29T00:00:00.000,0.653,0,-168.495,0,28.13,0.09,0.086,3.52,-168.495,66,2.25,0.271,7.35,7.36,"1,160",0.74,-168.495,77.78,2006-08-29T00:00:00.000,
J15,2010-06-30T00:00:00.000,0.016,0,0,0,0,0,0.01,4.4,0,2,9.4,0.281,8.54,0,7,0,0,0,2010-06-30T00:00:00.000,
J15,2011-07-12T00:00:00.000,0.028,0,0,0,0,0,0.01,8.9,0,2,12,0.446,8.1,0,15,0,0,0,2011-07-12T00:00:00.000,
J15,2010-10-05T00:00:00.000,0.362,0,0,0,0,0,0.417,3.3,0,4,17.3,0.253,7.66,0,232,0,0,0,2010-10-05T00:00:00.000,
GB1N,2012-08-22T00:00:00.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180,0,0,292.385,2012-08-22T00:00:00.000,
GB1N,2012-08-14T00:00:00.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,127.27,2012-08-14T00:00:00.000,
GB1N,2012-07-18T00:00:00.000,0,0,337.013,0,27.79,5.26,0,0,337.013,4,0,0,0,0,0,0,337.013,326.064,2012-07-18T00:00:00.000,
x310_1909_DO,1909-07-10T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-07-10T00:00:00.000,
NM,1984-07-26T00:00:00.000,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,0,6.4,0,0,1984-07-26T00:00:00.000,
NM,1984-07-26T00:00:00.000,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,0,6.4,0,0,1984-07-26T00:00:00.000,
NM,1992-05-28T00:00:00.000,0,0,0,0,29,0,0,0,0,0,0,0,0,0,10,7.65,0,0,1992-05-28T00:00:00.000,
NM,1972-09-05T00:00:00.000,0,0,0,,25.1,0,0,0,0,0,0,0,0,0,0,5.1,0,0,1972-09-05T00:00:00.000,
F2,1991-07-16T00:00:00.000,0.21,0,0,0,0,0,0.18,0,0,0,0,0.37,0,0,0,0,0,0,1991-07-16T00:00:00.000,
X14,1939-08-03T00:00:00.000,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,3.28,0,0,1939-08-03T00:00:00.000,
BR1,2015-06-01T00:00:00.000,0.259,0,0,0,0,0,0.246,5.42,0,37000,18,0.129,7.75,0,"40,000",0,0,0,2015-06-01T00:00:00.000,Bronx River and 231st Street
BR1,2013-07-08T00:00:00.000,0.084,0,0,0,0,0,1.14,4.4,0,1100,13,0.073,7.5,0,2000,0,0,0,2013-07-08T00:00:00.000,Bronx River and 231st Street
x886_1909,1909-09-13T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-09-13T00:00:00.000,
x191_1911_DO,1911-07-10T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,1911-07-10T00:00:00.000,
x2113_1911_DO,1911-10-23T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911-10-23T00:00:00.000,
BR3,2013-09-09T00:00:00.000,0.245,0,0,0,0,0,0.25,3.45,0,8,4,0.336,7.07,0,84,0,0,0,2013-09-09T00:00:00.000,Westchester Avenue & Bronx Riv
BR3,2012-07-23T00:00:00.000,0.124,0,0,0,0,0,0.552,5.3,0,180,5,0.195,7.17,0,1300,0,0,0,2012-07-23T00:00:00.000,Westchester Avenue & Bronx Riv
GC3,2009-07-09T00:00:00.000,0.326,0,0,0,0,0,0.319,2.9,0,132,4.6,0.128,7.19,7.13,80,0,0,0,2009-07-09T00:00:00.000,Union Street Bridge
GC3,2013-02-12T00:00:00.000,0.708,0,0,0,0,0,0.634,5.8,0,21000,10,0.297,7.42,7.51,25000,0,0,0,2013-02-12T00:00:00.000,Union Street Bridge
F1,2012-09-20T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-20T00:00:00.000,Head of Fresh Creek
F1,2014-07-01T00:00:00.000,0.121,0,0,0,0,0,0.152,4.21,0,4,14,0.309,8.02,0,192,0,0,0,2014-07-01T00:00:00.000,Head of Fresh Creek
X243,1914-07-23T00:00:00.000,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,4.46,0,0,1914-07-23T00:00:00.000,
J14,2013-08-08T00:00:00.000,0.111,0,0,0,0,0,0.018,4.8,0,4,17,0.213,8.07,0,4,0,0,0,2013-08-08T00:00:00.000,West of Broad Channel
x2079_1911_DO,1911-10-16T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,1911-10-16T00:00:00.000,
x795_1911_DO,1911-08-03T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911-08-03T00:00:00.000,
X121,1922-07-06T00:00:00.000,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,1.73,0,0,1922-07-06T00:00:00.000,
x2016_1911_DO,1911-10-13T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,1911-10-13T00:00:00.000,
