_id,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_top_sample,lat,long,sampling_location,DESCRIPTION,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc3d"")",2000-06-07T00:00:00.000,0,0,0,0,23.47,1.53,0,0,0,0,0,7.06,7.11,0,6.69,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc3e"")",2000-05-22T00:00:00.000,0.474,0,0,0,25.6,0,0.242,0,0,1.4,0.154,7.08,7.25,160,6.63,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc3f"")",2000-04-04T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,7.57,7.59,0,10.6,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc40"")",1964-08-24T00:00:00.000,0,0,0,110,31.85,0,0,0,0,0,0,0,0,0,3.2,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc41"")",1956-08-30T00:00:00.000,0,0,0,2,30.1,0,0,0,0,0,0,0,0,0,3.6,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc42"")",2006-06-05T00:00:00.000,0.328,0,0,0,0,0,0.198,0,5,21.5,0.114,0,0,164,7.24,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc43"")",2012-09-10T00:00:00.000,0.307,0,299.183,0,27.53,2.26,0.368,3.34,1,6,0.208,7.24,7.19,568,2.42,291.863,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc44"")",1999-05-25T00:00:00.000,0.286,0,0,0,0,0,0.117,0,0,3.4,0.138,7.42,7.48,560,7.81,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc45"")",1970-09-22T00:00:00.000,0,1.8,0,3300,29.3,0,0,0,0,0,0,0,0,0,4.2,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc46"")",2015-06-15T00:00:00.000,0.287,0,250.26,0,26.62,5.43,0.075,2.93,75,24,0.109,7.56,7.54,198,6.68,252.293,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc47"")",1984-08-20T00:00:00.000,0,1.6,0,200,25.5,0,0,0,0,0,0,0,0,0,5,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc48"")",1984-08-20T00:00:00.000,0,1.6,0,200,25.5,0,0,0,0,0,0,0,0,0,5,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc49"")",2005-08-15T00:00:00.000,0.232,0,0,0,0,0,0.223,2.82,490,7.75,0.202,7.19,7.09,2000,0.63,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc4a"")",1947-07-03T00:00:00.000,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,5.1,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc4b"")",1983-09-12T00:00:00.000,0,2.4,0,2200,29.7,0,0,0,0,0,0,0,0,0,2.9,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc4c"")",1983-09-12T00:00:00.000,0,2.4,0,2200,29.7,0,0,0,0,0,0,0,0,0,2.9,0,40.8005,-73.783667,E8,Throgs Neck,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc4d"")",2010-09-13T00:00:00.000,0.224,0,0,0,0,0,0.43,2.7,8,5.2,0.215,7.3,0,424,0,134.413,40.778,-73.760833,LN1,Little Neck Bay South,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc4e"")",2012-07-09T00:00:00.000,0.015,0,0,0,0,0,0.01,3,2,10,0.126,8.09,0,21,0,228.716,40.778,-73.760833,LN1,Little Neck Bay South,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc4f"")",2012-11-13T00:00:00.000,0.281,0,0,0,0,0,0.476,3.4,1,9,0.201,7.59,0,10,0,122.444,40.778,-73.760833,LN1,Little Neck Bay South,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc50"")",2013-08-26T00:00:00.000,0.016,0,0,0,0,0,0.094,2.7,3,9,0.161,7.8,0,41,0,0,40.778,-73.760833,LN1,Little Neck Bay South,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc51"")",2014-08-07T00:00:00.000,0.014,0,0,0,0,0,0.011,2.88,1,38,0.267,8.22,0,21,0,0,40.778,-73.760833,LN1,Little Neck Bay South,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc52"")",2007-07-24T00:00:00.000,0.712,0,69.762,0,23.77,1.87,0.229,3.9,5900,13.75,0.298,7.07,7.07,4,2.22,70.045,40.762167,-73.836667,FLC1,Flushing Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc53"")",-73.836667,0.631,0,3.73,0,23.82,3.21,0.169,2.9,190,6.4,0.249,6.99,7,"1,180",117.968,118.84,40.762167,2010-06-14T00:00:00.000,FLC1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc54"")",2009-08-10T00:00:00.000,0.578,0,93.847,0,22.91,2.2,0.191,4.7,720,9.6,0.242,7.1,7.1,4000,2.26,77.088,40.762167,-73.836667,FLC1,Flushing Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc55"")",2007-06-18T00:00:00.000,0.632,0,0,0,23.21,3.2,0.206,4.3,4,10.5,0.23,7.36,7.32,141,4.9,0,40.762167,-73.836667,FLC1,Flushing Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc56"")",-73.836667,0.68,0,6.21,0,21.94,4.93,0.2,2.84,70,22,0.217,7.33,7.3,"1,200",191.838,170.517,40.762167,2011-05-16T00:00:00.000,FLC1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc57"")",-73.836667,0.264,0,5.73,0,23.21,4.46,0.117,3.76,27,12,0.309,7.33,7.35,"2,200",144.583,113.721,40.762167,2014-07-21T00:00:00.000,FLC1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc58"")",2009-08-31T00:00:00.000,0.629,0,117.858,0,23.22,2.05,0.232,4,21,10.8,0.308,7.2,7.18,90,3.16,110.955,40.762167,-73.836667,FLC1,Flushing Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc59"")",-73.878964,0.379,0,0,0,0,0,0.174,3.45,6,19,0.371,7.46,0,"9,400",0,0,40.638775,2016-09-01T00:00:00.000,F5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc5a"")",1909-07-10T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.581686,-73.99329,x647_1909,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc5b"")",1991-05-21T00:00:00.000,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,7.1,0,40.609818,-74.038021,NH,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc5c"")",1968-08-01T00:00:00.000,0,0,0,,25.3,0,0,0,0,0,0,0,0,0,5.3,0,40.609818,-74.038021,NH,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc5d"")",1982-07-20T00:00:00.000,0,0,0,200,29.2,0,0,0,0,0,0,0,0,0,5.6,0,40.609818,-74.038021,NH,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc5e"")",1982-07-20T00:00:00.000,0,0,0,200,29.2,0,0,0,0,0,0,0,0,0,5.6,0,40.609818,-74.038021,NH,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc5f"")",1909-05-12T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.700278,-74.03,x384_1909,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc60"")",1909-03-24T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.63348,-74.043029,x33_1909,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc61"")",1909-05-19T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.502778,-74.168056,x538_1909,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc62"")",1971-08-09T00:00:00.000,0,0,0,4900,24,0,0,0,0,0,0,0,0,0,2.3,0,40.79494,-73.79204,TNQ,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc63"")",1972-06-29T00:00:00.000,0,0,0,,23.4,0,0,0,0,0,0,0,0,0,6.4,0,40.79494,-73.79204,TNQ,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc64"")",1971-08-09T00:00:00.000,0,0,0,,24.9,0,0,0,0,0,0,0,0,0,2.3,0,40.79494,-73.79204,TNQ,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc65"")",1981-08-31T00:00:00.000,0,0,0,1700,29.5,0,0,0,0,0,0,0,0,0,4,0,40.79494,-73.79204,TNQ,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc66"")",1981-08-31T00:00:00.000,0,0,0,1700,29.5,0,0,0,0,0,0,0,0,0,4,0,40.79494,-73.79204,TNQ,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc67"")",1968-07-15T00:00:00.000,0,0,0,,25.3,0,0,0,0,0,0,0,0,0,4.2,0,40.79494,-73.79204,TNQ,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc68"")",1998-04-01T00:00:00.000,0.093,0,0,0,26.77,13.29,0.062,0,0,11,0.182,8.37,8.27,0,13.38,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc69"")",2016-08-03T00:00:00.000,0.312,0,0,0,0,0,0.113,3.3,1,5,0.274,0,0,21,4.76,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc6a"")",2013-07-24T00:00:00.000,0.423,0,0,0,27.13,4.07,0.116,3.4,2,7,0.276,7.74,7.7,36,4.26,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc6b"")",1989-08-03T00:00:00.000,0.56,0,0,790,26.4,0,0.26,0,0,0,0.24,0,0,190,4,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc6c"")",1984-09-14T00:00:00.000,0,4.5,0,200,28.8,0,0,0,0,0,0,0,0,0,7.4,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc6d"")",1984-09-14T00:00:00.000,0,4.5,0,200,28.8,0,0,0,0,0,0,0,0,0,7.4,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc6e"")",2016-09-08T00:00:00.000,0.316,0,238.61,0,29.43,5.44,0.124,3.28,2,8,0.244,7.72,7.75,4,6.01,240.1,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc6f"")",2001-08-07T00:00:00.000,0.304,0,0,0,27.57,0,0.219,4.68,0,20.8,0.367,8.12,7.9,5,6.4,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc70"")",1982-07-22T00:00:00.000,0,2.2,0,35000,30.3,0,0,0,0,0,0,0,0,0,5.4,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc71"")",1982-07-22T00:00:00.000,0,2.2,0,35000,30.3,0,0,0,0,0,0,0,0,0,5.4,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc72"")",2007-06-26T00:00:00.000,0.544,0,0,0,27.74,4.81,0.328,3.9,1,8.75,0.314,7.94,7.85,164,6.88,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc73"")",2016-08-09T00:00:00.000,0.092,0,263.17,0,28.76,5.89,0.054,3.15,2,11,0.185,7.97,7.9,20,6.41,262.85,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc74"")",1988-06-16T00:00:00.000,0,7.6,0,130,27.4,0,0,0,0,0,0,8.53,8.25,0,10.8,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc75"")",2016-07-07T00:00:00.000,0.074,0,209.81,0,28.94,5.48,0.038,2.93,2,10,0.246,7.92,7.86,47,5.97,211.23,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc76"")",1950-08-10T00:00:00.000,0,0,0,0,31.15,0,0,0,0,0,0,0,0,0,4.8,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc77"")",1972-09-14T00:00:00.000,0,4,0,7000,25.3,0,0,0,0,0,0,0,0,0,5.3,0,40.627,-73.882833,J3,Canarsie,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc78"")",2006-05-31T00:00:00.000,0.17,0,0,0,0,0,0.149,4.42,2,14.75,0.236,0,0,221,9.22,0,40.633095,-73.806455,J12,Grassy Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc79"")",2007-04-24T00:00:00.000,0.824,0,129.291,0,23.85,3.76,0.504,4.43,1,15.8,0.223,8.21,7.98,3,6.63,125.412,40.633095,-73.806455,J12,Grassy Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc7a"")",2010-01-12T00:00:00.000,1.22,0,58.52,0,26.66,12.26,0.573,3,20,7.8,0.224,8.2,8.09,10,12.69,62.6,40.633095,-73.806455,J12,Grassy Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc7b"")",-73.97,0.348,0,0,0,0,0,0.231,2.25,10,13,0.111,7.67,0,32,0,0,"40.73533,",2019-05-28T00:00:00.000,E2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc7c"")",1933-08-29T00:00:00.000,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,1.2,0,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc7d"")",1989-07-12T00:00:00.000,0.94,0,0,2000,23.1,0,0.34,0,0,0,0.16,0,0,180,2.8,0,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc7e"")",2012-07-09T00:00:00.000,0.325,0,281.011,0,24.54,4.5,0.3,4,2,4,0.197,7.27,7.29,2000,4.86,275.105,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc7f"")",1966-07-27T00:00:00.000,0,0,0,490,26.25,0,0,0,0,0,0,0,0,0,2.5,0,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc80"")",2002-08-19T00:00:00.000,0.367,0,0,0,27.86,5.09,0.388,4.02,6,23,0.209,7.36,7.37,208,3.65,0,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc81"")",1998-05-19T00:00:00.000,0.464,0,0,0,19.81,6.87,0.349,0,0,11,0.152,7.59,7.61,209,7.12,0,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc82"")",2012-11-10T00:00:00.000,0.406,0,219.084,0,22.95,7.04,0.516,3.1,20,16,0.212,7.23,7.24,60,8.12,217.85,40.735333,-73.97,E2,23rd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc83"")",2014-01-09T00:00:00.000,0.446,0,0,0,0,0,0.334,3.09,48,22,0.198,8.34,0,112,0,0,40.815067,-73.843187,WC3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc84"")",-73.843187,0,0,0,0,0,0,0,0,2,0,0,0,0,"2,200",0,0,40.815067,2014-08-14T00:00:00.000,WC3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc85"")",2016-01-12T00:00:00.000,0.259,0,0,0,24.68,0,0.41,2.2,36,9,0.159,7.75,0,330,0,0,40.815067,-73.843187,WC3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc86"")",-73.843187,0.406,0,0,0,0,0,0.189,3.17,2000,11,0.202,7.17,0,"20,000",0,0,40.815067,2015-06-01T00:00:00.000,WC3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc87"")",1911-07-27T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,40.7,-74.001389,x609_1911_DO,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc88"")",2011-08-03T00:00:00.000,0.224,0,247.023,0,27.25,2.8,0.09,3.8,4,8,0.954,7.65,7.69,340,6.29,242.834,40.628,-73.909667,PB2,Midway in Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc89"")",2013-03-05T00:00:00.000,0.079,0,0,0,29.06,0.56,0.22,3.4,5,11,0.14,8.28,8.33,14,13.25,0,40.628,-73.909667,PB2,Midway in Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc8a"")",2013-10-16T00:00:00.000,0.532,0,0,0,28.2,7.06,0.299,4.28,1,3,0.239,7.85,7.92,139,9.54,0,40.628,-73.909667,PB2,Midway in Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc8b"")",-73.909667,0.371,0,4.97,0,27.31,4.61,0.094,5.1,6,15,1.17,7.68,7.65,"1,860",241.071,226.285,40.628,2011-08-11T00:00:00.000,PB2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc8c"")",2006-07-25T00:00:00.000,0.085,0,53.41,0,26.03,1.9,0.1,3.71,6,60.75,0.285,8.17,7.88,184,8.8,52.938,40.628,-73.909667,PB2,Midway in Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc8d"")",2014-06-24T00:00:00.000,0.107,0,215.12,0,26,14.06,0.02,3.64,1,33,0.357,8.48,8.5,42,15.44,214.229,40.628,-73.909667,PB2,Midway in Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc8e"")",2006-12-20T00:00:00.000,0.636,0,0,0,22.2,9.49,0.479,3.35,5,7,0.154,7.53,7.62,96,8.85,0,40.737167,-73.946167,NC3,Whale Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc8f"")",2004-06-30T00:00:00.000,0.444,0,0,0,22.01,0,0.223,0,29,1.8,0.212,6.94,6.99,789,4.09,0,40.737167,-73.946167,NC3,Whale Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc90"")",2013-02-05T00:00:00.000,0.514,0,76.237,0,22.06,0,0.549,3.5,100,9,0.156,7.57,7.64,81,9.59,93.878,40.737167,-73.946167,NC3,Whale Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc91"")",2003-07-02T00:00:00.000,0.215,0,0,0,24.07,0,0.207,3.81,0,0,0.2,7.77,7.24,0,5.12,0,40.737167,-73.946167,NC3,Whale Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc92"")",-73.946167,0.139,0,3.7,0,22.96,3.19,0.329,3.2,80,18,0.276,7.23,7.24,"13,000",109.914,120.054,40.737167,2014-09-02T00:00:00.000,NC3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc93"")",1911-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.829167,-73.711111,x716_1911_DO,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc94"")",2015-11-04T00:00:00.000,0.319,0,158.391,0,25.57,6.57,0.452,2.24,2,14,0.207,7.65,7.63,28,7.07,167.423,40.772042,-73.853058,FB1,Flushing Bay North,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc95"")",40.772667,0.229,0,"400""",0,26.42,7.66,0.428,2.38,"1,390",20,0.24,7.79,7.8,"10,7.93,206.68,208.22,-73.854167,2016-10-31T00:00:00.000
ObjectId(5dfe4f954e00d60f40f0fc96"")",-73.853058,0.21,0,4.62,0,24.26,4.24,0.214,2.74,62,23,0.287,7.37,7.36,"2,000",163.871,169.486,40.772042,2014-07-28T00:00:00.000,FB1,
"ObjectId(""5dfe4f954e00d60f40f0fc97"")",2008-10-20T00:00:00.000,0.79,0,0,0,0,0,0.5,2.8,8,7.2,0.407,7.2,7.24,60,8.76,0,40.772042,-73.853058,FB1,Flushing Bay North,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc98"")",2016-10-11T00:00:00.000,0.538,0,188.32,0,25.31,6.3,0.452,2.71,2,9,0.256,7.63,7.62,0,0,190.58,40.772667,-73.854167,FB1,Flushing Bay North,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc99"")",2015-10-26T00:00:00.000,0.29,0,202.815,0,26.26,6.72,0.406,2.33,4,28,0.213,7.7,7.68,6,7.67,203.961,40.772042,-73.853058,FB1,Flushing Bay North,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc9a"")",2009-06-15T00:00:00.000,0.576,0,317.845,0,22.88,4.18,0.292,4.3,24,11,0.226,7.37,7.37,350,6.69,304.472,40.772042,-73.853058,FB1,Flushing Bay North,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc9b"")",2010-07-20T00:00:00.000,0.165,0,246.857,0,29.55,5.15,0.091,3.7,2,5.2,0.168,7.68,7.71,11,5.97,243.426,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc9c"")",2012-12-12T00:00:00.000,0.386,0,248.886,0,29.55,8.52,0.312,1.9,2,9,0.131,7.85,0,9,0,246.663,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc9d"")",2012-06-13T00:00:00.000,0.248,0,0,0,27.89,4.6,0.11,3,106,2,0.144,7.5,7.52,352,6.06,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc9e"")",1984-08-03T00:00:00.000,0,4.2,0,5400,30.8,0,0,0,0,0,0,0,0,0,6.2,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc9f"")",1984-08-03T00:00:00.000,0,4.2,0,5400,30.8,0,0,0,0,0,0,0,0,0,6.2,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca0"")",1966-07-21T00:00:00.000,0,0,0,2,31.5,0,0,0,0,0,0,0,0,0,6.6,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca1"")",1954-07-01T00:00:00.000,0,0,0,3,34.3,0,0,0,0,0,0,0,0,0,6.9,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca2"")",1985-07-18T00:00:00.000,0,1.8,0,460,27,0,0,0,0,0,0,0,0,0,6.5,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca3"")",1993-08-19T00:00:00.000,0.05,0.4,0,0,30.18,0,0.01,0,0,28,0.1,7.95,7.96,7,7.01,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca4"")",1971-08-04T00:00:00.000,0,3.2,0,5400,29.9,0,0,0,0,0,0,0,0,0,7,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca5"")",1971-08-12T00:00:00.000,0,4.5,0,1400,28.5,0,0,0,0,0,0,0,0,0,6,0,40.567833,-73.9355,N9A,Coney Is W Outfall,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca6"")",2016-06-14T00:00:00.000,0.128,0,0,0,0,0,0.06,2.97,2,24,0.142,8.12,0,5,0,0,40.611425,-73.847613,J16,Horse Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca7"")",2012-06-18T00:00:00.000,0,0,0,0,17.8,5.2,0,0,12,0,0,0,0,260,0,0,40.785833,-73.9875,TR1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca8"")",2010-07-12T00:00:00.000,0,0,0,0,0,0,0,0,4,0,0,0,0,50,0,0,40.785833,-73.9875,TR1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fca9"")",2001-07-16T00:00:00.000,0.317,0,0,0,27.5,0,0.105,4.12,1,3.8,0.292,8.17,8.06,20,5.4,0,40.642833,-73.851167,J8,Spring Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fcaa"")",2013-06-05T00:00:00.000,1.14,0,0,0,0,0,0.258,4.6,2,10,0.301,0,0,200,8.89,0,40.642833,-73.851167,J8,Spring Creek,,,,,,,,,,,,,,,
